comment
عالی و دقیق با فشار سنج جیوه ای مقایسه کردیم نتیجه فرق نداشت
راحت سفارش دادم خیلی خوب هم تحویل گرفتم ، پیشنهاد میکنم
اگه زودتر تلویزیون و رادیوشو هم راه اندازی کنن عالیه
"سبک و خوش‌دست
راحت میتونی خودت موهاتو در زمان کوتاه صاف کنی، دردسر سشوار و اتومو نداره
ریزش مو واقعا کمتر نسبت به سشوار
بی‌صدا
تولید یون
رو موهای موجی و فر امتحان کردم، خوب صاف کرد.
اگه انتظار دارین موهاتون شلاقی شه خب باید با سشوار و اتومو بکش بکش کنین موهاتونو و قطعا آسیب بیشتری میرسونه به موهاتون
واقعا راضی بودم و هدیه هم گرفتم برای مادرم.; ممنون دیجی‌کالا"
"راضی بودم. نرم میکنه و واقعا خوشبوعه، حس خوبی میده.
پیشنهاد میکنم امتحان کنین."
من از دیجی کالا یک نفر دیگه خریده برام جنس بدنه آنقدر هم میگن بد نیست و مقدار شارژ هم خوبه عالی نیست بهتره واقع بین باشم
پوست رو شاداب و نرم میکنه، تمیزکنندگیشم خیلی خوبه.
کاورش خیلی خوب نبود و اینکه روشن نیس ولی بد هم نیس قابل قبوله
خریدن ابن تلفن همراه به نظرم بزرگ ترین اشتباهه
"ماشین من پرشیاست
وقتی با سرعت 100 حرکت میکردم صدای موتور  داخل کابین میومد 
خیلی اعصابمو به هم ریخته بود
بیرول هم ریختم ولی فرقی نکرد
خواستم  توتال هم تست کنم
اینو گرفتم و ریختم تو ماشین
دیگه صدا کاملا قطع شد و تو سرعت بالا دیگه خیلی نرم کار میکنه موتور"
"واقعا به درد نمیخوره 
یه نخ بستن به کرم بعد میگن سحر امیز"
از هر نظر خوبه
این خودنویس یکی از زیباترین و دوست‌داشتنی‌ترین خودنویس‌های منه اما به خاطر پیدا نکردن کانورتر جوهر فابر بیشتر از یکی دو ماه نتونستم ازش استفاده کنم و وقتی کارتریج همراه خودنویس تموم شد، خودنویس هم بی‌استفاده موند. متأسفانه لوازم جانبی خودنویس‌های فابر از قبیل کارتریج یا کانورتر (پمپ جوهر قابل شارژ) در ایران کم‌یاب و حتی می‌شه گفت نایابه! امیدوارم دیجی‌کالا این مشکل رو هم از طریق نمایندگی‌های محصولات فابرکاستل برطرف کنه
"واقعا رم خوبیه خیلی هم سریع است 
با تشکر از دی جی کالا"
مال من بعد از 3 ماه استفاده بدون دلیل خاصی سوخت
چند هفته ای از خرید این دستگاه برای من گذشته و تا الان که خداروشکر اتفاقی نیافتاده یکی از ایراد هایی که این دستگاه داره دسته مخزن آب هستش حتی اگر مخزن هم پر باشه دسته نمیشکنه و لی از نوع طراحی و پلاستیکی بودن جنس دسته همیشه این استرس دارین که یک موقع نشکنه برای همین همیشه با دوتا دست باید بلند کنین که خاطر جمع باشین صدای دستگاه کمه ولی اگر بخواین کنار تخت بیخ گوشتون بزارین حتما شب خوابتون نمیبره من وسط خونه گذاشتمش و قدرت بازدهی فوق العاده ای داره چون وقتی دورترین نقظه خونه میره و یک شعله گاز روشن میکنی میبینی که رنگ اش قرمز میشه که نشون میده وظیفه ش درست انجام میده مساحت منزل ما 250 متری هستش، در کل راضی ام
دوستش دارم من برای دختر عمه ام خریده ام راضی بود
نسبت به هم قیمت هاش واقعا عالیه
یک محصول با کیفیت ایرانی که حقیقتا جای حمایت داره... راه اندازی و پشتیبانی شون هم بسیار عالی بود
"هدفن خوبیه .کیفیت صدای خوبی رو به شنونده میده .در حدی که خوابم بگیره با هدفن میخوابم .شارژ خیلی خوب نگه میداره .
برد بلوتوث هم بستگی به فرستنده هم داره با یه گوشی داغون گوش بدی خوب معلومه 10 متر هم جواب نمیده .من تا 20 متر بدون قطعی ازش استفاده کردم
درکل از خریدم راضی هستم"
"باید چند بار رو ناخن کشید تا کاملا تمیز شه.
به نظر به ناخن اسیب نمیزنه، خشک نمیکنه.
من از بوش اصلا خوشم نمیاد حس فضای بیمارستانی میداد.
چند ساله مارک farmasi استفاده میکنم‌و ترجیحم همیشه همینه. چون قدرت پاک‌کندگیش بیشتره و خوشبوعه و اسیبی هم به ناخن نمیزنه"
حدود دو ماهه شش عطر از برند امپر از دیجی کالا خریدم که از پنج تاش خیلی راضیم اول از veronica. راضیم بعد legend . برای کسانیکه عطر گرم میپسندن یه عطر فوق العاده خوشبوئیه بوی یاسش آدمو میبره به سالهای دور و پیچکهای یاس خانه پدری.... عاشق این عطرم. ممنون از دیجی کالا
سیم مشکی،،،درکل بدنیست پیشنهادمیکنم توشگفت انگیزخریدکنید،،موفق باشیــــــــد
"کیفیت صدای خوبی داره و مقاومه 
ولی چیزی که باعث شده اصلا راضی نباشم از خریدش اندازه شه
محصول از چیزی که توی عکس به نظر میاد خیلی خیلی بزرگتره
و اصلا اونجوری که توی عکس کشیده دور گوش نمی‌ایسته و روی سر کیپ نمی‌شه به خاطر اندازه خیلی بزرگش"
به نظرم من Black AFghno نصف این قیمت داره ولی خیلی بهتره. در کل راضی بودم .هدیه ای بسیار زیبا و فوق العاده ای برای پدرم بود.
انقد خوب بود که تا بابا دیدش ازم گرفت گفت برا من برو یکی دیگه برا خودت بگیر(تازه گوشیشم ایفونه)
خیلی عالیه از خریدش راضیم. قیمتش تو شگفت انگیز عالی بود و الان هم با این قیمت واقعا می ارزه. فقط یخورده سنگینه که اونم با توجه به ظرفیت باتری عادی محسوب میشه.
وقتی کانال عوض میکنید باید برید یه چایی دم کنید و برگردید تا کانال عوض شده باشه. خیلی کنده. یه ایکس ویژن شبیه اینو داشتیم قبلا سریعتر بود. نمیدونم چرا انقدر کنده. جای یو اس بی هم سفت نیست و وقتی یو اس بی میذارم و برمیدارم هر لحظه منتظر خراب بشه و از جاش دربیاد. منوش هم قبلا بهتر از الآن بود.
"عالیه.
من خیلی از گوشی ها را امتحان کردم انواع هواوی...اچ تی سی....الجی....آیفون
ولی این از همش بهتره
در خریدش شک نکنین من حدود 9 ماهه که دارم
خیلی بهتر از آیفون هاست و قابلیت های بیشتری داره"
با این قیمتی که این گوشی داره به جاش دوگزینه بهتر هست. اگه 5/5 اینچی میخواین y7 prime رو بخرید که هم دوربین سلفیش 8 هست. هم باطریش 4000 میلی آمپر هست. هم اینترنت cat6 داره و 4/5G رو با آپلود 300 مگ پشتیبانی میکنه. اگه صفحه 5/2 میخواین هم هونور 8 لایت بگیرید که هم سلفیش 8 هست و هم صفحش فول اچ دی. اما باز بین y7 prime و هونور8 لایت اگه بخواین انتخاب کنین، قطعأ y7 prime بهتره. امیدوارم واسه انتخاب، کمکتون کرده باشم.
ما دو مدل از این دستگاها تو خونه داشتیم که جفتشون بد بودن اومدم اینجا اول نظراتو خوندم دیدم راضین بقیه. منم سفارش دادم .الان که ازش استفاده کردم دیدم واااقعا عالیه هم خود محصول با کلاس و خوشگل و خوش دسته هم خیلی راحت و بدون دردسر موهای بینی رو اصلاح کرد وظیفه دونستم کامنت بزارم
مهمترین قسمت اتو کفی اون هست و کفی این اتو اصلا خوب نیست. حتی اگه هفتاد درصد هم تخفیف بخوره ارزش خرید نداره. چون اون انتظاری که از یه اتو میره برآورد نمیکنه
"کیفست خوبی داره و بنظرم برای سفر خیلی مناسبه 
و وزنش هم نه زیاده و نه کم 
در کل بنظرم خیلی خوبه"
هندزفری خیلی خوب و قوی ای هستش.صدا کاملا واضح و خوبه و نقطه قوتش بیس خیلی خوبشه.راضیم ازش.برای استفاده متوسط و روزمره خوبه از گوشم درنمیاد
"به نظر من بوی خوب و شیک و ملایمی داره...عطر گل و تازگی!
باعث سردرد هم نمیشه و دلیلش پخش بوی کم و البته لطافت این رایحه هست و اینکه ماندگاریش کم نیست!
من خیلی راضیم از خریدم چون دوست نداشتم خیلی بوی عطر پخش بشه در عین حال خودم کاملا حس میکنم و اگر کسی کنارم باشه کامل متوجه رایحه ی خوب این ادکلن میشه!"
من برای سمند معمولی گرفتم خیلی خوشگله وضمنا اعث عرق کردن هم نمیشه
خیلی عالیه
من این ساعت رو دست کردم حس این ساعت های رو بهتون میده که دست فروش ها اون رو می فروش من رنگ سبز این کار رو دست کردم به نظر من واقعا ارزش این پول رو نداره
باتوجه به قیمت خیلی کم این محصول و کاربردی بودنش ارزش خرید بالایی داره
متاسفانه ساعت کارکرد نداره و روزی ده دقیقه عقب میفته
در کل اگر دنبال یک آباژور شیک می گردید می تونه انتخاب خوبی باشه
نسبت به باطری اورجینال خود گوشی حرفی برای گفتن نداره بسیار کمتر از ظرفیت اسمیش توان داره شاید در حد 1500 میلی آمپر به زور یک روز رو دوام میاره .فابریک خود گوشی سه روز موندگاری داشت در بدترین شرایط دو روز کامل اما این در بهترین شرایط یک روز و نیم بدون فشار آوردن بهش دوام داره.
"گوشی خوش دست و سبکیه و دو سیم کارت هستش. رم هم میخوره.چراغ قوه داره.
جنس بدنش هم با کیفیته.طراحی فنلاند و ساخت ویتنامه.ایراد خاصی نداره فقط در اوردن باتریش کمی سخته."
توی شگفت انگیز قیمتش خوب بود
درکل شیکه.از عکسشم قشنگ تره.رنگ قرمز و زرشکیشم فرقی باهم نداره و هردو زرشکی هستن
قیمت بالا نسبت به رقبا
برای کارهای ظریف خوبه ولی سر فک انبردست بهم نمیچسبه
"من این محصول را از دیجی کالا گرفتم و راضیم ازش ! کسانی که با زیر نویس فارسی مشکل دارند ، باید طبق اموزش من عمل کنند ، حالا چه این محصول باشد و چه سایر محصولات سونی ( سونی همانند سامسونگ و ال جی ، از زبان فارسی پشتیبانی میکند ) : 
1- فایل زیر نویس و فایل فیلم را هم نام کنید .
2- زیر نویس را با برنامه notepad باز کنید .
3- گزینه File را بزنید .
4- گزینه Save as  را بزنید.
5-از باکس Encoding گزینه UTF-8 را بزنید.
6- گزینه Save را بزنید.
7- برروی دکمه سبز رنگ کنترل که مخصوص زیرنویس است کلیک کنید وگزینه Font12-UTF-16 را انتخاب کنید ."
"برای بستن سیستم highend بهتربن گزینه است .بدلیل اینکه بالاترین فرکانس ocبین cpuهای اینتل را دارا میباشد.12مگ کش.بقولا اولین 6هسته ایه 12رشته ایه اینتله ولی !!همانند نسل قبل های لیتو گرافی 14nmدارد . بدلیل اینکه نسل 8باید از مادر برد های z370استفاده کنیم که اینجا مقرون بصرفه بودن این cpuاز بین میره.130وات لازم داره!! و تفاوتش با 8700معمولی توی فرکانسشه و وات مصرفیش(اون65).
در گیمینگ بین این cpu و R5 1600 تفاوت ناچیزی وجود داره. مگر اینکه بخاید 4kبازی کنید که بازم 1600خوبه.ولی وقتی جیب شما میخاد حرف بزنه میگه اون با نصف قیمت بصرفه تره بجاش بودجه گرافیک بیشتر میشه"
"وقتی قدر پولت رو‌بدونی بهش ارزش بدی انتخاب هاتم درست میشه.
این یکی از کالاهایی که ارزش هرید بالا نسبت به قیمتش داره و نیازتون‌رو‌برطرف میکنه که هیچ.حس اینو بهتون میده که سازنده برای شما ارزش قائله"
امروز به دستم رسید . موقع انداختنش که دفعه ی اولم بود یکم سخت بود ولی اخرش خوب چسبید. تا حالا اندازه ی نصف قیمت گوشی واسه ضدخشا هزینه کردم با قیمتای 3برابر یا بیشتر اما میتونم بگم این بهترینننننش بود. لبه هاش اصلا بلند نشدن این دفعه برعکس همیشه که بلند میشد و تو ذوق میزد. بازم دو تا دیگه سفارش میدم. پیشنهاد میکنم به همه
در کل خوبه نصبش هم خیلی راحته فقط چیزی که منو یه کم دلسرد کرد رنگ چرمی محصول بود که به مشکی بودن داخل عکس نیست و حالت ذغالی داره
"چند روزه که به دستم رسیده . بسته بندیش هم فوق العاده بود. قیمتشم خیلی مناسبه وای که خیلی خوبه و خوش دسته انقدر نرمه که ادم حس نمیکنه گوشی دستشه اصلااااا حتما رنگای دیگشم از همشون سفارش میدم بعد از 5تا کاور برا گوشیم که همشون ضدخشو بلند میکردن این اصلا اونطور نبود و خیلی خوب بود
 رنگ مشکیشو من گرفتم خیلی شیکه"
واقعا کفش خوب و راحتیه
"خیلی خوبه فقط من فکر میکنم سامسونگ پول برند رو میگیره و این پول زیاده برای عینک واقعیت مجازی ک ن هدفون داره ن ریموت کنترل 
باز اگه تو پشنهاد ویژه قرار بدید ادم میتونه تهیه کنه‌.
گوشی خود من سامسونگ s7 فلت هستش و این مدل خیلی ب گوشی من سازگاره فقط خیلی گرونه . مدل ریموت دارش هم ک اصلا نمیصرفه"
تنها ضعف گوشی باتریشه که خیلی زود تموم میشه.
در پیشنهاد ویژه فقط خوبه.اصلا قیمت اصلیش بهش نمیخوره.با اون قیمت حتی کمترش میشه کابل های با کیفیت انکر رو خرید
خوبه ولی عالی نیس
"توی مشخصاتش ننوشته دورچسب
گلسای دورچسب تاچ گوشی رو ضعیف میکنه
گوشه های گلس به خوبی نمیچسبه و به همین دلیل وقتی که با گوشی کار میکنی گلس میچسبه رو صفحه و بلند میشه و صدا میده"
من اول فکر کردم جنسش خوب نیست و فنرش کوتاه ولی موقعه ای که خریداری کردم ازش خوشم اومد .  و الان ازش راضی هستم
اگه پولشو دارین در خریدش شک نکنید......
شاید لازمم بشه
بوش و ماندگاری خوب هست من خیلی دوستش دارم شب استفاده میکنی خیلی بهتر هست
من چند بار از این کرم استفاده کردم باعث تشدید سرخی گونه هام شد البته پوستم خیلی حساس است و به همین دلیل این کرم رو انتخاب کردم ولی  سرخی صورتم رو بیشتر کرد به نظرم همون کرم های ایرانی با قیمت ارزان تر بخری بهتر است
کاش مهره های بزرگ تری داشت تا زیباتر به نظر میومد. بند خیلی نازکی دارد شبیه تصویر هست ولی طلاش اسکاچی مات هست. برای خانم های ظریف پسند
"من 5 سال هست که برنامه نویس اندروید هستم و پیش از این در حدود 4 سال از یه نکسوس 5 استفاده میکردم که عملا از همین خانواده پیکسل ها بودن. کیفیت سری پیکسل به مراتب بهتر از پدر های پیشین خود یعنی سری نکسوس ها هستن.
موضوعی که خیلی در مورد گوشی های ساخت خود گوگل قابل توجه هست این هستش که آپدیت های سیستم عامل اندروید ابتدا روی این سری ها توزیع می شود و کاملا بهینه بوده و مشخصا برای این سری دستگاه ها طراحی میشوند در نتیجه بهترین پرفورمنس و بازدهی رو دارن. درست مثل اپل که چون فقط خودش گوشی هاش رو تولید میکنه و از سیستم عامل شرکت دیگه ای روی اونها استفاده نمیکنه کاملا سیستم عامل ها و آپدیت هاش منطبق بر سخت افزار و تست های عملکرد همون دستگاه ارایه میشن که این موضوع وجه تمایز سری های پیکسل با دیگر کمپانی ها هستن که سیستم عامل اندروید رو دستکاری میکنن و عملا وندور جدید اون نسخه از اندروید میشن و اون گوشی ها مستقیما از سرور های همون شرکت ها و نه گوگل آپدیت میشن در نتیجه بدلیل تعدد مدل های کمپانی های دیگه و اصرار بر سفارشی سازی کردن نسخه اندروید تست های کافی ای برای اون نسخه ارایه شده انجام نمیشه (طبق تجربه و بنچ مارک های جهانی) و عمر مفید عملکردبی نقص دستگاه رو کاهش میده. بنابر این نتیجه میگیریم در صورتی که طرفدار اندروید هستید و بودجه تون به این گوشی میخوره بدون شک بهترین و عمری ترین مدل گوشی ای هست که میتونید تهیه کنید.
عملکرد دوربین هم همانند پیکسل 1 فوق العاده هست و قابلیت فیلمبرداری 4K و عکس برداری پورتره از امکانات حرفه ایه این تلفن هستن که عملکرد بسیار راضی کننده ای دارن.
سرعت بالا آمدن اندروید و شارژ شدن دستگاه مثال زدنی هستند.
از امکانات جالب اونها میشه یکپارچگی دستیار صوتی گوگل با حسگر های محیطی مثل میکروفون رو دونست که وقتی شما بطور مثال در خودرو نشسته اید و موسیقی ای در حال پخش هست و گوشیه شما به اینترنت دسترسی دارد در کسری از ثانیه روی لاک اسکرین گوشی نام آهنگ در حال پخش را میتوانید در پایین صفحه مشاهده کنید."
نسبت به قیمتش خوبه. به درد آرایش سبک میخوره و طبیعیه. انتظار یه هایلایتر خیلی متالیک و براق رو نداشته باشین. میتونم بگم خوشم اومد ازش. البته من براش هایلایترمو با فیکساتور مرطوب میکنم بعد هایلایتر میزنم اینطوری سر جاش ثابت میمونه و پخش نمیشه همه جای صورت
بد بود. واقعا بد بود
من تاحالا 3 تا از این کابل ها رو گرفتم اما بدون استثنا هر سه دفعه ای که گرفتم سرش لق شد و براحتی از گوشی در میاد. دیگه این رو نمیگیرم الانم ریمکس سفارش دادم بیاد
درکل خیلی پاوربانک خوبیه من که راضیم از خریدم
این گوشی زیبا و جمع و جوره ولی به نظر من یه نقطه ضعف بزرگش اینه که شما مجبورید به هر دو تا سیم‌کارت یه رینگتون اختصاص بدین یعنی نمیشه مجزا باشه.!!در مورد آهنگ مسیج هم همینطوره و مجبورید از 3 تا آهنگی که خود شرکت سازنده گذاشته یکی را برای هر دو سیم انتخاب کنید.تلویزیون اصلا بدرد نمیخوره.به نظر من تو این رنج قیمت تکنو t472 خیلی بهتره چون خودم داشتم و باش کار کردم.در مجموع از خرید این مدل blu راضی نیستم.
رنگش مشکیه. نمیریزه و خیلی آسونه استفاده کردنش. البته نمیدونم چقدر بشه ازش استفاده کرد. امیدوارم زود خشک نشه
من مشابه این دوربین هارو زیاد دیدم ولی این 4k واقعی هستش
کیفیت محصولات چینی زرین عالیه و قیمتش هم عالی.به نسبت بقیه چینی ها.این مدل فلورانس هم عالیه.از عکسش خوشگل تره
شاید من بلد نیستم استفاده کنم ولی واقعا نمیشه بهش گفت فرمژه. کارایی نداره از نظر من
"خب من همین امروز گوشی دستم رسید تا قبل این دو تا گوشی داشتم (ال جی g3 و استایلوس2) و میخواستم q6 پلاس رو بخرم.
منتها این گوشی به شدت قیمتش بالا رفت. و بدون هیچ تعصبی(با وجود داشتن دو سال برند ال جی) سراغ این گوشی رفتم و خوشحالم از انتخابم.
قبلش 5 تا ویدیو بررسی از این گوشی رو از منابع خارجی دیدم و متوجه شدم یکی از جدیدترین ها، بروزترین ها و خوش قیمت ترین و خوش قدرت ترین میانرده بازاره.
اگر دنبال یه تجربه خوب با قیمت خیلی معقولی هستین امتحانش کنین. چون هم قدرت پردازشیش بالاست و هم اندروید بسیار جدیدی داره"
تازه خریدیم.چینی هستش.و کیفیتش عالی به نظر میرسه
رنگ زیبایی داره با یه پکیج کوچیک بامزه. من دوسش دارم ماندگاریش نمیدونم چطور باشه
کیفیت  به لحاظ ساخت مطلوب و کیفیت پایه همراه نیز خیلی خوب هست برد نور در محیط مجاور آفتاب ( داخل یاختمان نیمه ساز با دیوار کشی بیرونی بدون پنجره ) در نور 3 عصر بین 5 تا هشت متر هست فقط در فاصله بیش ار 5 مت ضخامت نور زیاد میشود ( افتاق زیاد ) بطوری که پهنا خی حدود 6 میلیمت میشوددر ضمن درصورت عدم تراز به حالت چشمک زن هست و چون سیستم خود تراز داره به صورت معکوس برای کار روی سقف امکان نداره ( مثل نسل قبلی ( کاش کیف هم داشت )
از چیزی که تو عکس به نظر میرسه ظریف تر و خوشگل تر هستش. رنگش یکم بیشتر مایل به مسی هستش ولی خیلی خیلی زیباست.
متاسفانه متاسفانه میشه این گوشی رو نسخه ای آپگرید شده از S8 نامید و واقعا هم همینطور است من NOTE8 دارم و منتظر یک گوشی فوقالعاده از سامسونگ بودم تا بخرم اما وقتی متوجه شدم که این گوشی تغییر خاصی نسبت به نسل قبل نداشته کاملا نا امید شدم و این گوشی رو برای کسایی که قبلا S8 و S8+ داشتن اصلا پیشنهاد نمیکنم.
امروز تحویل گرفتمش خیلی خیلی بیشتر از چیزی هست که تصور میکردم.واقعا از خریدم راضی هستم به خصوص که تو شگفت انگیز با قیمت پایین تر خریدمش.ممنون دیجی کالا
دو هفته قبل من این محصول رو گرفتم و در کمال تعجب دیدم که ساخت فرانسه است.
"قهوه فیلتری برای افرادی که دوست دارن زیاد قهوه بخورن و قهوه هر لحظه در اختیارشون باشه عالی هست. شاید مثلا گفته بشه بطور مثال قهوه ترک هم در دسترس هست و آماده کردنش آسون. ولی خب غلظتی که قهوه هایی مثل ترک و اسپرسو دارن شاید باعث بشه  افرادی مثل خود من که با خوردن زیاد این قهوه ها دچار تپش قلب و ناراحتی میشن نتونیم زیاد مصرف کنیم. 
بدلیل اینکه سیستم کاری این نوع دستگاه ها ساده و مثل هم هست، عملا منطقی نیست که بخاطر ظاهر یا امکانات محدود دیگری هزینه بیشتری برای قهوه ساز فیلتری بشه و این رو مطمئن باشید که اگه وسواس زیادی به خرج ندید این دستگاه بطور کامل راضیتون میکنه.
بدلیل نظراتی که بعضی دوستان در مورد گرم نشدن صفحه گرم نگهدارنده این دستگاه داشتن انگشت من هنوز تاول داره 
سایز فیلتر کاغذی این دستگاه 2 هست. پس اگه سایز بزرگتر بگیرید باید بخشی از فیلتر رو موقع استفاده با قیچی ببرید.
برای نظافت و شستن مخزن قهوه، بعد از باز کردن مخزن میتونید اون رو بالا بکشید. اینطوری  لولا ها آزاد میشن و میتونید راحت نظافتش کنید.
اگه تجربه ای از طعم و غلظت قهوه دمی ندارید میتونید قبل از خریداری از فرنچ پرس استفاده کنید تا قهوه ای تقریبا شبیه قهوه آماده شده توسط این دستگاه ها رو داشته باشید.
برای لذت بیشتر از قهوه تون هم میتونید از قهوه های مرغوبی مثل لاوازا روزا یا ایلی فیلتر کافی استفاده کنید.
از قهوه تون لذت ببرید..."
من در کل خدا رو شکر راضی هستم جذابیت خاصی داره امکاناتش هم خوبه
خیلی خوبه اما اونایی که میگن رو بینی نمیچسبه و بده  خب قبلش طرز استفادشو بخونید نوشته باید صورتو بشورین خشک کنید   و دور بینی رو دوباره مرطوب کنید تا بچسبه کاراییش عالیه نزدیک 80 درصد جوش هارو در میاره از بینی پیشنهادش میکنم
"بسیار خوب

مثل کتاب داستان نیس که گوش کنی و بخوابی
گاهی با موسیقی به وجد میاره  تا با شوق بیشتر به مطلب گوش کنی

مطالبی که قدیمیا میگن اشتباهه رو نقض و نقد میکنه
شاید برای افرادی که تو گروه تجارت الکترونیک و رایانه و فناوری مشغول هستند جذاب تر باشه

چون کلا از روی مدلی جلو میره که در این زمینه فعالیت داره مثلا شاید برای کسی که تو زمینه کشاورزی 
میخاد فعالیت کنه مناسب نباشه

در کل خیلی عالیه"
